loss,accuracy,val_loss,val_accuracy
1.6273019313812256,0.3556002676486969,1.9996405839920044,0.17624521255493164
1.307634949684143,0.5021286606788635,1.8015072345733643,0.34343433380126953
1.1787649393081665,0.5544160008430481,1.5952378511428833,0.4399164021015167
1.0977897644042969,0.5845266580581665,2.416053533554077,0.21316614747047424
1.0335423946380615,0.6123926043510437,1.653517484664917,0.47579240798950195
0.9671491384506226,0.6373558044433594,2.2513668537139893,0.369905948638916
0.9077879786491394,0.6621642708778381,1.5623784065246582,0.445141077041626
0.8440380692481995,0.68592768907547,1.451694130897522,0.5461511611938477
0.7684001326560974,0.7154578566551208,1.3559879064559937,0.5116683840751648
0.6883533000946045,0.7454911470413208,1.799959659576416,0.4186694622039795
0.5886961817741394,0.7851613759994507,1.358681559562683,0.5583420395851135
0.49341335892677307,0.8194519877433777,1.7650829553604126,0.4747474789619446
0.39066413044929504,0.8614444136619568,1.8753128051757812,0.5092302560806274
0.3029976189136505,0.8932192921638489,3.8017711639404297,0.32009753584861755
0.2315864861011505,0.9207755923271179,2.4870705604553223,0.5008707642555237
0.17633174359798431,0.9420620799064636,3.336827039718628,0.43573668599128723
0.15378029644489288,0.9494929909706116,4.0378923416137695,0.3221873939037323
0.1365595906972885,0.9563820958137512,3.177396297454834,0.4845001697540283
0.13092319667339325,0.957775354385376,1.9124187231063843,0.576454222202301
0.10098176449537277,0.968689501285553,2.9780499935150146,0.5635666847229004
0.11720248311758041,0.9633098244667053,6.025786399841309,0.26506444811820984
0.09408126771450043,0.9698505997657776,3.0654680728912354,0.5154998302459717
0.10951010137796402,0.9643548130989075,4.600027084350586,0.3249738812446594
0.08544435352087021,0.9748819470405579,4.459843158721924,0.46046674251556396
0.08556265383958817,0.973914384841919,3.322174072265625,0.5043538808822632
0.08445052802562714,0.9749593734741211,3.6526811122894287,0.5179380178451538
0.08277691155672073,0.9754238128662109,5.175611972808838,0.48659002780914307
0.07216392457485199,0.978171706199646,4.145363807678223,0.42772552371025085
0.08136633038520813,0.9745723605155945,3.169954538345337,0.5047022104263306
0.07999896258115768,0.9755011796951294,3.7388808727264404,0.4743991494178772
0.06664623320102692,0.9799520373344421,2.8079259395599365,0.5503308773040771
0.061644453555345535,0.981654942035675,1.9696871042251587,0.5792406797409058
0.05965133756399155,0.9830095171928406,5.853598594665527,0.3995123505592346
0.07001638412475586,0.9777072668075562,2.9154152870178223,0.569487988948822
0.06462747603654861,0.980880856513977,2.739475965499878,0.5628700852394104
0.05228525027632713,0.9854865074157715,3.7118711471557617,0.5043538808822632
0.05086842179298401,0.9849059581756592,14.242186546325684,0.3413444757461548
0.07694670557975769,0.9752302765846252,2.611387252807617,0.5653082728385925
0.05471682548522949,0.9831643104553223,2.3705544471740723,0.591779887676239
0.05717407539486885,0.9829320907592773,2.6246325969696045,0.5792406797409058
0.04727652296423912,0.9865701794624329,6.140841960906982,0.4740508496761322
0.06008760631084442,0.9802616238594055,3.611284017562866,0.5743643045425415
0.04124035686254501,0.9879634380340576,2.9369733333587646,0.5754092931747437
0.044098298996686935,0.9865314364433289,2.6581034660339355,0.5907349586486816
0.055019523948431015,0.9832030534744263,2.879487991333008,0.5057471394538879
0.04224477708339691,0.986841082572937,5.065991401672363,0.5336119532585144
0.04630720987915993,0.9849446415901184,4.905470848083496,0.5085335969924927
0.04774647578597069,0.9845189452171326,3.4325661659240723,0.5750609636306763
