loss,accuracy,val_loss,val_accuracy,lr
1.5097296237945557,0.40475112199783325,1.2390923500061035,0.5224296450614929,1e-04
1.2520382404327393,0.5178864002227783,1.1623083353042603,0.5645026564598083,1e-04
1.170396089553833,0.5567940473556519,1.0857675075531006,0.5901365280151367,1e-04
1.1145435571670532,0.5799574851989746,1.0525333881378174,0.6074115633964539,1e-04
1.0702612400054932,0.5995332598686218,1.0718475580215454,0.5973808765411377,1e-04
1.0257428884506226,0.6147549748420715,1.0261292457580566,0.6161883473396301,1e-04
1.0035063028335571,0.6235327124595642,1.0006368160247803,0.6323488354682922,1e-04
0.9704983234405518,0.6377442479133606,1.0081268548965454,0.6290053129196167,1e-04
0.9464285373687744,0.6451635360717773,0.9616796374320984,0.6447478532791138,1e-04
0.9215642809867859,0.6566581726074219,0.9607822895050049,0.6441906094551086,1e-04
0.9004042744636536,0.6634156703948975,0.9737512469291687,0.6462802886962891,1e-04
0.8750027418136597,0.6739001870155334,0.9521145820617676,0.6519922018051147,1e-04
0.854232668876648,0.6818419098854065,0.9347958564758301,0.6602117419242859,1e-04
0.8313106298446655,0.6904803514480591,0.9306675791740417,0.6657843589782715,1e-04
0.8142845630645752,0.6989445686340332,0.9300913214683533,0.6623014807701111,1e-04
0.7986834049224854,0.705284059047699,0.9460695385932922,0.6480913758277893,1e-04
0.7772489786148071,0.7109616994857788,0.9357296824455261,0.6657843589782715,1e-04
0.759344756603241,0.721132755279541,0.9170955419540405,0.6613262891769409,1e-04
0.7408936619758606,0.7267059087753296,0.9105226397514343,0.6685706377029419,1e-04
0.7212830185890198,0.733498215675354,0.9170427322387695,0.6663416028022766,1e-04
0.7038533687591553,0.7425197958946228,0.9399445056915283,0.6784619688987732,1e-04
0.6804284453392029,0.7515413165092468,0.9589544534683228,0.6724714636802673,1e-04
0.6711790561676025,0.7526907920837402,0.928147554397583,0.6716355681419373,1e-04
0.6533792018890381,0.7612246870994568,0.9583849906921387,0.6742825508117676,1e-04
0.6320485472679138,0.7665191888809204,0.9390614628791809,0.6709389686584473,1e-04
0.6216045618057251,0.7735204696655273,0.9355698823928833,0.669406533241272,1e-04
0.6034480929374695,0.780521810054779,0.9548882246017456,0.6786012649536133,1e-04
0.5822012424468994,0.7873140573501587,0.9552521705627441,0.6797158122062683,1e-04
0.568022608757019,0.7936884164810181,0.9928341507911682,0.6801337599754333,1e-04
0.5591987371444702,0.796649158000946,0.970024824142456,0.6826413869857788,1e-04
0.5370635390281677,0.8038594126701355,0.9863632321357727,0.6756756901741028,1e-04
0.5256965756416321,0.8111045360565186,1.0377110242843628,0.6804123520851135,1e-04
0.5073159337043762,0.818314790725708,0.9825530052185059,0.684452474117279,1e-04
0.4964522421360016,0.8206137418746948,1.0444812774658203,0.6701030731201172,1e-04
0.48189646005630493,0.8267790675163269,1.0890967845916748,0.6765115857124329,1e-04
0.4699375331401825,0.832839846611023,1.0559396743774414,0.6751184463500977,1e-04
0.4525426924228668,0.8368804454803467,1.0640820264816284,0.6802730560302734,1e-04
0.4454623758792877,0.840363621711731,1.121046781539917,0.6730287075042725,1e-04
0.4356074631214142,0.841547966003418,1.117291808128357,0.6740038990974426,1e-04
0.4151814579963684,0.8503257036209106,1.1168869733810425,0.6713569164276123,1e-04
0.33298152685165405,0.8803162574768066,1.200032353401184,0.6870994567871094,5e-05
0.3063831329345703,0.8899996280670166,1.1950017213821411,0.6808302998542786,5e-05
0.3003089129924774,0.8923333883285522,1.2053513526916504,0.685009777545929,5e-05
0.28194257616996765,0.9002403616905212,1.2165124416351318,0.6900250911712646,5e-05
0.27567315101623535,0.900553822517395,1.2240437269210815,0.6944831609725952,5e-05
0.26410162448883057,0.906858503818512,1.2111588716506958,0.6833379864692688,5e-05
0.25677576661109924,0.9068933129310608,1.3249939680099487,0.6857063174247742,5e-05
0.2474423199892044,0.9117001891136169,1.3723551034927368,0.6826413869857788,5e-05
0.24024957418441772,0.9131631255149841,1.4297767877578735,0.693507969379425,5e-05
0.2355152815580368,0.9161238670349121,1.306252360343933,0.6802730560302734,5e-05
0.2249736785888672,0.9199902415275574,1.3738051652908325,0.6889105439186096,5e-05
0.22123587131500244,0.9203037619590759,1.2851109504699707,0.6882140040397644,5e-05
0.18029606342315674,0.9358737468719482,1.4326894283294678,0.6960155963897705,2.5e-05
0.16437406837940216,0.9406806230545044,1.5096008777618408,0.692672073841095,2.5e-05
0.1593894362449646,0.9416210651397705,1.580523133277893,0.6932293176651001,2.5e-05
0.1574283242225647,0.943293035030365,1.5024060010910034,0.6969907879829407,2.5e-05
0.14777061343193054,0.9471942782402039,1.5734566450119019,0.6975480914115906,2.5e-05
0.14635363221168518,0.9482740759849548,1.576069951057434,0.6961548924446106,2.5e-05
0.14654192328453064,0.9476819038391113,1.5692774057388306,0.6947617530822754,2.5e-05
0.14105983078479767,0.9508516788482666,1.577117681503296,0.6976873874664307,2.5e-05
0.1380641609430313,0.9506078362464905,1.536027193069458,0.6978266835212708,2.5e-05
0.13552363216876984,0.9509212970733643,1.5936150550842285,0.7011702656745911,2.5e-05
0.133096843957901,0.9510606527328491,1.5926451683044434,0.6979659795761108,2.5e-05
0.1335969716310501,0.9525235891342163,1.6149654388427734,0.69309002161026,2.5e-05
0.1298050433397293,0.9521404504776001,1.597170114517212,0.6962942481040955,2.5e-05
0.12653864920139313,0.9547876715660095,1.6626477241516113,0.6937865614891052,2.5e-05
0.12436608970165253,0.9556933641433716,1.6546436548233032,0.6904430389404297,2.5e-05
0.12201177328824997,0.9547876715660095,1.666858196258545,0.691975474357605,2.5e-05
0.1181177869439125,0.9565641283988953,1.7351866960525513,0.7004736661911011,2.5e-05
0.10490462183952332,0.9605698585510254,1.7162302732467651,0.6965728402137756,1.25e-05
0.0971681997179985,0.9635654091835022,1.783339500427246,0.6954583525657654,1.25e-05
0.09332877397537231,0.9656205177307129,1.7830743789672852,0.6910002827644348,1.25e-05
0.09151004999876022,0.96694415807724,1.8025747537612915,0.6986625790596008,1.25e-05
